SET,CLASSES,ACCURACY,NORMALIZE,BATCH_SIZE,EPOCHS,# CLASSES,LEARNING RATE,WEIGHT DECAY,IMAGE SIZE
random/580,['thatch' 'goldfish' 'confectionery' 'snorkel' 'lakeside' 'king penguin' 'orangutan' 'Egyptian cat' 'bell pepper' 'syringe'],61.00%,False,100,25,10,0.00100,0.00,32x32x3
random/580,['thatch' 'goldfish' 'confectionery' 'snorkel' 'lakeside' 'king penguin' 'orangutan' 'Egyptian cat' 'bell pepper' 'syringe'],59.80%,True,100,25,10,0.00100,0.00,32x32x3
random/581,['bow tie' 'rugby ball' 'plate' 'chain' 'academic gown' 'sunglasses' 'sports car' 'iPod' 'Yorkshire terrier' 'European fire salamander'],48.60%,False,100,25,10,0.00100,0.00,32x32x3
random/581,['bow tie' 'rugby ball' 'plate' 'chain' 'academic gown' 'sunglasses' 'sports car' 'iPod' 'Yorkshire terrier' 'European fire salamander'],54.00%,True,100,25,10,0.00100,0.00,32x32x3
random/582,['tailed frog' 'pretzel' 'hourglass' 'king penguin' 'comic book' 'stopwatch' 'lemon' 'cougar' 'snail' 'goose'],54.40%,False,100,25,10,0.00100,0.00,32x32x3
random/582,['tailed frog' 'pretzel' 'hourglass' 'king penguin' 'comic book' 'stopwatch' 'lemon' 'cougar' 'snail' 'goose'],56.40%,True,100,25,10,0.00100,0.00,32x32x3
random/583,['barbershop' 'convertible' 'confectionery' 'sea cucumber' 'nail' 'turnstile' 'spider web' 'trolleybus' 'boa constrictor' 'acorn'],52.40%,False,100,25,10,0.00100,0.00,32x32x3
random/583,['barbershop' 'convertible' 'confectionery' 'sea cucumber' 'nail' 'turnstile' 'spider web' 'trolleybus' 'boa constrictor' 'acorn'],55.80%,True,100,25,10,0.00100,0.00,32x32x3
random/584,['organ' 'dining table' 'pizza' 'bikini' 'parking meter' 'baboon' 'orange' 'chest' 'black stork' 'sombrero'],57.60%,False,100,25,10,0.00100,0.00,32x32x3
random/584,['organ' 'dining table' 'pizza' 'bikini' 'parking meter' 'baboon' 'orange' 'chest' 'black stork' 'sombrero'],57.40%,True,100,25,10,0.00100,0.00,32x32x3
random/585,['umbrella' 'Arabian camel' 'oboe' 'rugby ball' 'cardigan' 'altar' 'beacon' 'mashed potato' 'steel arch bridge' 'chimpanzee'],56.60%,False,100,25,10,0.00100,0.00,32x32x3
random/585,['umbrella' 'Arabian camel' 'oboe' 'rugby ball' 'cardigan' 'altar' 'beacon' 'mashed potato' 'steel arch bridge' 'chimpanzee'],58.60%,True,100,25,10,0.00100,0.00,32x32x3
random/586,['cougar' 'mashed potato' 'go-kart' 'fountain' 'volleyball' 'European fire salamander' 'spider web' 'snail' 'bikini' 'centipede'],52.00%,False,100,25,10,0.00100,0.00,32x32x3
random/586,['cougar' 'mashed potato' 'go-kart' 'fountain' 'volleyball' 'European fire salamander' 'spider web' 'snail' 'bikini' 'centipede'],52.80%,True,100,25,10,0.00100,0.00,32x32x3
random/587,['Chihuahua' 'steel arch bridge' 'standard poodle' 'apron' 'dragonfly' 'bow tie' 'pretzel' 'dugong' 'sewing machine' 'espresso'],56.20%,False,100,25,10,0.00100,0.00,32x32x3
random/587,['Chihuahua' 'steel arch bridge' 'standard poodle' 'apron' 'dragonfly' 'bow tie' 'pretzel' 'dugong' 'sewing machine' 'espresso'],53.40%,True,100,25,10,0.00100,0.00,32x32x3
random/588,['black stork' 'swimming trunks' 'banana' 'poncho' 'ice cream' 'sock' 'dugong' 'nail' 'plate' 'snorkel'],49.40%,False,100,25,10,0.00100,0.00,32x32x3
random/588,['black stork' 'swimming trunks' 'banana' 'poncho' 'ice cream' 'sock' 'dugong' 'nail' 'plate' 'snorkel'],51.20%,True,100,25,10,0.00100,0.00,32x32x3
random/589,['water tower' 'plate' 'punching bag' 'computer keyboard' 'centipede' 'bullet train' 'Christmas stocking' 'spiny lobster' 'wooden spoon' 'comic book'],55.80%,False,100,25,10,0.00100,0.00,32x32x3
random/589,['water tower' 'plate' 'punching bag' 'computer keyboard' 'centipede' 'bullet train' 'Christmas stocking' 'spiny lobster' 'wooden spoon' 'comic book'],56.60%,True,100,25,10,0.00100,0.00,32x32x3
random/590,['Persian cat' 'jellyfish' 'maypole' 'thatch' 'beaker' 'organ' 'barn' 'flagpole' 'punching bag' 'dam'],59.60%,False,100,25,10,0.00100,0.00,32x32x3
random/590,['Persian cat' 'jellyfish' 'maypole' 'thatch' 'beaker' 'organ' 'barn' 'flagpole' 'punching bag' 'dam'],58.80%,True,100,25,10,0.00100,0.00,32x32x3
random/591,['obelisk' 'suspension bridge' 'organ' 'bathtub' 'cougar' 'nail' 'reel' 'bow tie' 'standard poodle' 'orangutan'],42.00%,False,100,25,10,0.00100,0.00,32x32x3
random/591,['obelisk' 'suspension bridge' 'organ' 'bathtub' 'cougar' 'nail' 'reel' 'bow tie' 'standard poodle' 'orangutan'],47.80%,True,100,25,10,0.00100,0.00,32x32x3
random/592,['orangutan' 'sulphur butterfly' 'brain coral' 'pop bottle' 'lampshade' 'trolleybus' 'freight car' 'bucket' 'basketball' 'butcher shop'],60.20%,False,100,25,10,0.00100,0.00,32x32x3
random/592,['orangutan' 'sulphur butterfly' 'brain coral' 'pop bottle' 'lampshade' 'trolleybus' 'freight car' 'bucket' 'basketball' 'butcher shop'],59.60%,True,100,25,10,0.00100,0.00,32x32x3
random/593,['backpack' 'maypole' 'beacon' 'banana' 'pomegranate' 'German shepherd' 'scoreboard' 'birdhouse' 'slug' 'dining table'],51.20%,False,100,25,10,0.00100,0.00,32x32x3
random/593,['backpack' 'maypole' 'beacon' 'banana' 'pomegranate' 'German shepherd' 'scoreboard' 'birdhouse' 'slug' 'dining table'],56.00%,True,100,25,10,0.00100,0.00,32x32x3
random/594,['pop bottle' 'abacus' 'dam' 'backpack' 'mashed potato' 'beer bottle' 'stopwatch' 'mantis' 'dugong' 'comic book'],52.80%,False,100,25,10,0.00100,0.00,32x32x3
random/594,['pop bottle' 'abacus' 'dam' 'backpack' 'mashed potato' 'beer bottle' 'stopwatch' 'mantis' 'dugong' 'comic book'],54.60%,True,100,25,10,0.00100,0.00,32x32x3
random/595,['miniskirt' 'bee' 'neck brace' 'fly' 'plate' 'dugong' 'lawn mower' 'slug' 'lemon' 'mashed potato'],52.00%,False,100,25,10,0.00100,0.00,32x32x3
random/595,['miniskirt' 'bee' 'neck brace' 'fly' 'plate' 'dugong' 'lawn mower' 'slug' 'lemon' 'mashed potato'],56.00%,True,100,25,10,0.00100,0.00,32x32x3
random/596,['cash machine' 'miniskirt' 'snail' 'tractor' 'chest' 'iPod' 'refrigerator' 'bell pepper' 'beaker' 'dam'],52.60%,False,100,25,10,0.00100,0.00,32x32x3
random/596,['cash machine' 'miniskirt' 'snail' 'tractor' 'chest' 'iPod' 'refrigerator' 'bell pepper' 'beaker' 'dam'],51.80%,True,100,25,10,0.00100,0.00,32x32x3
random/597,['magnetic compass' 'koala' 'chain' 'hourglass' 'grasshopper' 'wooden spoon' 'pretzel' 'convertible' 'nail' 'barn'],52.60%,False,100,25,10,0.00100,0.00,32x32x3
random/597,['magnetic compass' 'koala' 'chain' 'hourglass' 'grasshopper' 'wooden spoon' 'pretzel' 'convertible' 'nail' 'barn'],50.40%,True,100,25,10,0.00100,0.00,32x32x3
random/598,['German shepherd' 'gazelle' 'monarch' 'guacamole' 'CD player' 'cockroach' 'obelisk' 'bighorn' 'bee' 'sombrero'],60.60%,False,100,25,10,0.00100,0.00,32x32x3
random/598,['German shepherd' 'gazelle' 'monarch' 'guacamole' 'CD player' 'cockroach' 'obelisk' 'bighorn' 'bee' 'sombrero'],57.80%,True,100,25,10,0.00100,0.00,32x32x3
random/599,['fur coat' 'sea slug' 'trolleybus' 'goose' 'umbrella' 'wooden spoon' 'standard poodle' 'comic book' 'beaker' 'picket fence'],46.60%,False,100,25,10,0.00100,0.00,32x32x3
random/599,['fur coat' 'sea slug' 'trolleybus' 'goose' 'umbrella' 'wooden spoon' 'standard poodle' 'comic book' 'beaker' 'picket fence'],51.20%,True,100,25,10,0.00100,0.00,32x32x3
SET,CLASSES,ACCURACY,NORMALIZE,BATCH_SIZE,EPOCHS,# CLASSES,LEARNING RATE,WEIGHT DECAY,IMAGE SIZE
random/600,['meat loaf' 'sombrero' 'butcher shop' 'picket fence' 'mushroom' 'barbershop' 'mantis' 'dam' 'cockroach' 'candle'],54.80%,False,100,25,10,0.00100,0.00,32x32x3
random/600,['meat loaf' 'sombrero' 'butcher shop' 'picket fence' 'mushroom' 'barbershop' 'mantis' 'dam' 'cockroach' 'candle'],54.60%,True,100,25,10,0.00100,0.00,32x32x3
random/601,['umbrella' 'European fire salamander' 'gondola' 'birdhouse' 'flagpole' 'miniskirt' 'barbershop' 'moving van' 'chain' 'tailed frog'],47.60%,False,100,25,10,0.00100,0.00,32x32x3
random/601,['umbrella' 'European fire salamander' 'gondola' 'birdhouse' 'flagpole' 'miniskirt' 'barbershop' 'moving van' 'chain' 'tailed frog'],48.20%,True,100,25,10,0.00100,0.00,32x32x3
random/602,['king penguin' 'birdhouse' 'sombrero' 'scorpion' 'goldfish' 'punching bag' 'syringe' 'cliff dwelling' 'dragonfly' 'chimpanzee'],53.80%,False,100,25,10,0.00100,0.00,32x32x3
random/602,['king penguin' 'birdhouse' 'sombrero' 'scorpion' 'goldfish' 'punching bag' 'syringe' 'cliff dwelling' 'dragonfly' 'chimpanzee'],52.80%,True,100,25,10,0.00100,0.00,32x32x3
random/603,['tarantula' 'snorkel' 'ice cream' 'bison' 'fountain' 'teapot' 'abacus' 'academic gown' 'pop bottle' 'Egyptian cat'],51.60%,False,100,25,10,0.00100,0.00,32x32x3
random/603,['tarantula' 'snorkel' 'ice cream' 'bison' 'fountain' 'teapot' 'abacus' 'academic gown' 'pop bottle' 'Egyptian cat'],48.80%,True,100,25,10,0.00100,0.00,32x32x3
random/604,['Labrador retriever' 'gondola' 'sock' 'Arabian camel' 'black widow' 'dumbbell' 'spider web' 'wooden spoon' 'CD player' 'coral reef'],49.80%,False,100,25,10,0.00100,0.00,32x32x3
random/604,['Labrador retriever' 'gondola' 'sock' 'Arabian camel' 'black widow' 'dumbbell' 'spider web' 'wooden spoon' 'CD player' 'coral reef'],54.00%,True,100,25,10,0.00100,0.00,32x32x3
random/605,['banana' 'plunger' 'spider web' 'cannon' 'golden retriever' 'binoculars' 'dumbbell' 'plate' 'space heater' 'dragonfly'],45.80%,False,100,25,10,0.00100,0.00,32x32x3
random/605,['banana' 'plunger' 'spider web' 'cannon' 'golden retriever' 'binoculars' 'dumbbell' 'plate' 'space heater' 'dragonfly'],48.00%,True,100,25,10,0.00100,0.00,32x32x3
random/606,['nail' 'chimpanzee' 'picket fence' 'chain' 'potpie' 'cliff dwelling' 'abacus' 'banana' 'cliff' 'comic book'],51.40%,False,100,25,10,0.00100,0.00,32x32x3
random/606,['nail' 'chimpanzee' 'picket fence' 'chain' 'potpie' 'cliff dwelling' 'abacus' 'banana' 'cliff' 'comic book'],55.60%,True,100,25,10,0.00100,0.00,32x32x3
random/607,['punching bag' 'bighorn' 'bullfrog' 'pole' 'ice lolly' 'tabby' 'bison' 'snorkel' 'ladybug' 'tarantula'],49.00%,False,100,25,10,0.00100,0.00,32x32x3
random/607,['punching bag' 'bighorn' 'bullfrog' 'pole' 'ice lolly' 'tabby' 'bison' 'snorkel' 'ladybug' 'tarantula'],50.60%,True,100,25,10,0.00100,0.00,32x32x3
random/608,['gasmask' 'water jug' 'reel' 'black stork' 'rugby ball' 'sandal' 'American lobster' 'fountain' 'bucket' 'birdhouse'],40.40%,False,100,25,10,0.00100,0.00,32x32x3
random/608,['gasmask' 'water jug' 'reel' 'black stork' 'rugby ball' 'sandal' 'American lobster' 'fountain' 'bucket' 'birdhouse'],46.00%,True,100,25,10,0.00100,0.00,32x32x3
random/609,['goose' 'sock' 'limousine' 'syringe' 'golden retriever' 'koala' 'pomegranate' 'cougar' 'teddy' 'triumphal arch'],52.00%,False,100,25,10,0.00100,0.00,32x32x3
random/609,['goose' 'sock' 'limousine' 'syringe' 'golden retriever' 'koala' 'pomegranate' 'cougar' 'teddy' 'triumphal arch'],50.20%,True,100,25,10,0.00100,0.00,32x32x3
random/610,['tractor' 'crane' 'sulphur butterfly' 'lion' 'umbrella' 'school bus' 'broom' 'tarantula' 'cannon' 'European fire salamander'],48.80%,False,100,25,10,0.00100,0.00,32x32x3
random/610,['tractor' 'crane' 'sulphur butterfly' 'lion' 'umbrella' 'school bus' 'broom' 'tarantula' 'cannon' 'European fire salamander'],55.00%,True,100,25,10,0.00100,0.00,32x32x3
random/611,['butcher shop' 'bullet train' 'thatch' 'apron' 'scoreboard' 'bannister' 'scorpion' 'orange' 'coral reef' 'cauliflower'],59.20%,False,100,25,10,0.00100,0.00,32x32x3
random/611,['butcher shop' 'bullet train' 'thatch' 'apron' 'scoreboard' 'bannister' 'scorpion' 'orange' 'coral reef' 'cauliflower'],61.00%,True,100,25,10,0.00100,0.00,32x32x3
random/612,['brass' 'bikini' 'cannon' 'tailed frog' 'spider web' 'umbrella' 'Persian cat' 'pizza' 'teddy' 'torch'],55.40%,False,100,25,10,0.00100,0.00,32x32x3
random/612,['brass' 'bikini' 'cannon' 'tailed frog' 'spider web' 'umbrella' 'Persian cat' 'pizza' 'teddy' 'torch'],56.40%,True,100,25,10,0.00100,0.00,32x32x3
random/613,['dam' 'teapot' 'ice lolly' 'comic book' 'military uniform' 'basketball' 'lemon' 'goldfish' 'lesser panda' 'sombrero'],60.60%,False,100,25,10,0.00100,0.00,32x32x3
random/613,['dam' 'teapot' 'ice lolly' 'comic book' 'military uniform' 'basketball' 'lemon' 'goldfish' 'lesser panda' 'sombrero'],61.80%,True,100,25,10,0.00100,0.00,32x32x3
random/614,['Chihuahua' 'kimono' 'neck brace' 'apron' 'orange' 'acorn' 'pill bottle' 'German shepherd' 'pizza' 'Labrador retriever'],46.40%,False,100,25,10,0.00100,0.00,32x32x3
random/614,['Chihuahua' 'kimono' 'neck brace' 'apron' 'orange' 'acorn' 'pill bottle' 'German shepherd' 'pizza' 'Labrador retriever'],49.40%,True,100,25,10,0.00100,0.00,32x32x3
random/615,['cliff' 'lemon' 'go-kart' 'bathtub' 'dugong' 'confectionery' 'backpack' 'punching bag' 'Persian cat' 'pizza'],63.40%,False,100,25,10,0.00100,0.00,32x32x3
random/615,['cliff' 'lemon' 'go-kart' 'bathtub' 'dugong' 'confectionery' 'backpack' 'punching bag' 'Persian cat' 'pizza'],65.00%,True,100,25,10,0.00100,0.00,32x32x3
random/616,['mantis' 'guinea pig' 'nail' 'ice lolly' 'bikini' 'miniskirt' 'mushroom' 'beach wagon' 'Christmas stocking' 'banana'],51.20%,False,100,25,10,0.00100,0.00,32x32x3
random/616,['mantis' 'guinea pig' 'nail' 'ice lolly' 'bikini' 'miniskirt' 'mushroom' 'beach wagon' 'Christmas stocking' 'banana'],55.80%,True,100,25,10,0.00100,0.00,32x32x3
random/617,['mashed potato' 'scorpion' 'ice lolly' 'moving van' 'chimpanzee' 'orangutan' 'miniskirt' 'cardigan' 'lion' 'bison'],58.20%,False,100,25,10,0.00100,0.00,32x32x3
random/617,['mashed potato' 'scorpion' 'ice lolly' 'moving van' 'chimpanzee' 'orangutan' 'miniskirt' 'cardigan' 'lion' 'bison'],59.20%,True,100,25,10,0.00100,0.00,32x32x3
random/618,['freight car' 'vestment' 'poncho' 'dam' 'comic book' 'nail' 'police van' 'barn' 'volleyball' 'baboon'],63.00%,False,100,25,10,0.00100,0.00,32x32x3
random/618,['freight car' 'vestment' 'poncho' 'dam' 'comic book' 'nail' 'police van' 'barn' 'volleyball' 'baboon'],64.00%,True,100,25,10,0.00100,0.00,32x32x3
random/619,['jellyfish' 'ladybug' 'picket fence' 'pomegranate' 'orange' 'candle' 'grasshopper' 'beacon' 'syringe' 'espresso'],62.20%,False,100,25,10,0.00100,0.00,32x32x3
random/619,['jellyfish' 'ladybug' 'picket fence' 'pomegranate' 'orange' 'candle' 'grasshopper' 'beacon' 'syringe' 'espresso'],63.00%,True,100,25,10,0.00100,0.00,32x32x3
SET,CLASSES,ACCURACY,NORMALIZE,BATCH_SIZE,EPOCHS,# CLASSES,LEARNING RATE,WEIGHT DECAY,IMAGE SIZE
random/620,['king penguin' 'Chihuahua' 'bikini' 'fur coat' 'German shepherd' 'sombrero' 'computer keyboard' 'candle' 'maypole' 'teddy'],41.60%,False,100,25,10,0.00100,0.00,32x32x3
random/620,['king penguin' 'Chihuahua' 'bikini' 'fur coat' 'German shepherd' 'sombrero' 'computer keyboard' 'candle' 'maypole' 'teddy'],43.80%,True,100,25,10,0.00100,0.00,32x32x3
random/621,['sea slug' 'pomegranate' 'Christmas stocking' 'potpie' 'walking stick' 'ice lolly' 'tractor' 'beach wagon' 'African elephant' 'mashed potato'],62.00%,False,100,25,10,0.00100,0.00,32x32x3
random/621,['sea slug' 'pomegranate' 'Christmas stocking' 'potpie' 'walking stick' 'ice lolly' 'tractor' 'beach wagon' 'African elephant' 'mashed potato'],61.40%,True,100,25,10,0.00100,0.00,32x32x3
random/622,['centipede' 'albatross' 'coral reef' 'bow tie' 'scorpion' 'mushroom' 'ice cream' 'cauliflower' 'spiny lobster' 'Christmas stocking'],57.00%,False,100,25,10,0.00100,0.00,32x32x3
random/622,['centipede' 'albatross' 'coral reef' 'bow tie' 'scorpion' 'mushroom' 'ice cream' 'cauliflower' 'spiny lobster' 'Christmas stocking'],57.40%,True,100,25,10,0.00100,0.00,32x32x3
random/623,['go-kart' 'thatch' 'Labrador retriever' 'water jug' 'bighorn' 'scoreboard' 'guinea pig' 'moving van' 'space heater' 'torch'],46.40%,False,100,25,10,0.00100,0.00,32x32x3
random/623,['go-kart' 'thatch' 'Labrador retriever' 'water jug' 'bighorn' 'scoreboard' 'guinea pig' 'moving van' 'space heater' 'torch'],50.00%,True,100,25,10,0.00100,0.00,32x32x3
random/624,['torch' 'acorn' 'picket fence' 'grasshopper' 'lesser panda' 'American lobster' 'tarantula' 'cliff' 'Christmas stocking' 'hog'],55.40%,False,100,25,10,0.00100,0.00,32x32x3
random/624,['torch' 'acorn' 'picket fence' 'grasshopper' 'lesser panda' 'American lobster' 'tarantula' 'cliff' 'Christmas stocking' 'hog'],56.80%,True,100,25,10,0.00100,0.00,32x32x3
random/625,['convertible' 'broom' 'lesser panda' 'flagpole' 'koala' 'pay-phone' 'grasshopper' 'orange' 'bullet train' 'guacamole'],68.00%,False,100,25,10,0.00100,0.00,32x32x3
random/625,['convertible' 'broom' 'lesser panda' 'flagpole' 'koala' 'pay-phone' 'grasshopper' 'orange' 'bullet train' 'guacamole'],64.40%,True,100,25,10,0.00100,0.00,32x32x3
random/626,['mushroom' 'bow tie' 'American alligator' 'slug' 'apron' 'fountain' 'alp' 'oboe' 'cauliflower' 'plunger'],45.60%,False,100,25,10,0.00100,0.00,32x32x3
random/626,['mushroom' 'bow tie' 'American alligator' 'slug' 'apron' 'fountain' 'alp' 'oboe' 'cauliflower' 'plunger'],48.20%,True,100,25,10,0.00100,0.00,32x32x3
random/627,['banana' 'wooden spoon' 'syringe' 'Egyptian cat' 'cauliflower' 'rocking chair' 'pizza' 'punching bag' 'umbrella' 'monarch'],46.60%,False,100,25,10,0.00100,0.00,32x32x3
random/627,['banana' 'wooden spoon' 'syringe' 'Egyptian cat' 'cauliflower' 'rocking chair' 'pizza' 'punching bag' 'umbrella' 'monarch'],48.20%,True,100,25,10,0.00100,0.00,32x32x3
random/628,['torch' 'steel arch bridge' 'fountain' 'baboon' 'snorkel' 'refrigerator' 'poncho' 'CD player' 'magnetic compass' 'coral reef'],54.20%,False,100,25,10,0.00100,0.00,32x32x3
random/628,['torch' 'steel arch bridge' 'fountain' 'baboon' 'snorkel' 'refrigerator' 'poncho' 'CD player' 'magnetic compass' 'coral reef'],57.80%,True,100,25,10,0.00100,0.00,32x32x3
random/629,['water jug' 'cauliflower' 'school bus' 'police van' 'gondola' 'parking meter' 'orangutan' 'dining table' 'backpack' 'swimming trunks'],52.80%,False,100,25,10,0.00100,0.00,32x32x3
random/629,['water jug' 'cauliflower' 'school bus' 'police van' 'gondola' 'parking meter' 'orangutan' 'dining table' 'backpack' 'swimming trunks'],55.20%,True,100,25,10,0.00100,0.00,32x32x3
random/630,['seashore' 'fountain' 'sports car' 'magnetic compass' 'Yorkshire terrier' 'pretzel' 'water tower' 'abacus' 'dam' 'sandal'],53.00%,False,100,25,10,0.00100,0.00,32x32x3
random/630,['seashore' 'fountain' 'sports car' 'magnetic compass' 'Yorkshire terrier' 'pretzel' 'water tower' 'abacus' 'dam' 'sandal'],52.40%,True,100,25,10,0.00100,0.00,32x32x3
random/631,['wok' 'gondola' 'magnetic compass' 'cougar' 'Persian cat' 'trolleybus' 'plate' 'birdhouse' 'syringe' 'sombrero'],52.20%,False,100,25,10,0.00100,0.00,32x32x3
random/631,['wok' 'gondola' 'magnetic compass' 'cougar' 'Persian cat' 'trolleybus' 'plate' 'birdhouse' 'syringe' 'sombrero'],50.20%,True,100,25,10,0.00100,0.00,32x32x3
random/632,['torch' 'rocking chair' 'plunger' 'poncho' 'scoreboard' 'alp' 'vestment' 'tractor' 'barbershop' 'limousine'],50.00%,False,100,25,10,0.00100,0.00,32x32x3
random/632,['torch' 'rocking chair' 'plunger' 'poncho' 'scoreboard' 'alp' 'vestment' 'tractor' 'barbershop' 'limousine'],51.80%,True,100,25,10,0.00100,0.00,32x32x3
random/633,['bell pepper' 'plate' 'bighorn' 'flagpole' 'mashed potato' 'mantis' 'boa constrictor' 'guinea pig' 'pill bottle' 'drumstick'],49.60%,False,100,25,10,0.00100,0.00,32x32x3
random/633,['bell pepper' 'plate' 'bighorn' 'flagpole' 'mashed potato' 'mantis' 'boa constrictor' 'guinea pig' 'pill bottle' 'drumstick'],50.80%,True,100,25,10,0.00100,0.00,32x32x3
random/634,['fur coat' 'space heater' 'brain coral' 'Labrador retriever' 'cougar' 'police van' 'go-kart' 'bikini' 'beer bottle' 'thatch'],57.60%,False,100,25,10,0.00100,0.00,32x32x3
random/634,['fur coat' 'space heater' 'brain coral' 'Labrador retriever' 'cougar' 'police van' 'go-kart' 'bikini' 'beer bottle' 'thatch'],59.40%,True,100,25,10,0.00100,0.00,32x32x3
random/635,['brown bear' 'vestment' 'gazelle' 'suspension bridge' 'organ' 'alp' 'tailed frog' 'trilobite' 'basketball' 'banana'],58.00%,False,100,25,10,0.00100,0.00,32x32x3
random/635,['brown bear' 'vestment' 'gazelle' 'suspension bridge' 'organ' 'alp' 'tailed frog' 'trilobite' 'basketball' 'banana'],57.00%,True,100,25,10,0.00100,0.00,32x32x3
random/636,['bow tie' 'candle' 'miniskirt' 'trilobite' 'umbrella' 'space heater' 'grasshopper' 'maypole' 'goose' 'beaker'],47.40%,False,100,25,10,0.00100,0.00,32x32x3
random/636,['bow tie' 'candle' 'miniskirt' 'trilobite' 'umbrella' 'space heater' 'grasshopper' 'maypole' 'goose' 'beaker'],50.80%,True,100,25,10,0.00100,0.00,32x32x3
random/637,['brass' 'trilobite' 'kimono' 'altar' 'Chihuahua' 'guinea pig' 'cougar' 'suspension bridge' 'golden retriever' 'reel'],45.00%,False,100,25,10,0.00100,0.00,32x32x3
random/637,['brass' 'trilobite' 'kimono' 'altar' 'Chihuahua' 'guinea pig' 'cougar' 'suspension bridge' 'golden retriever' 'reel'],47.80%,True,100,25,10,0.00100,0.00,32x32x3
random/638,['dumbbell' 'brown bear' 'pop bottle' 'American lobster' 'water jug' 'jinrikisha' 'monarch' 'barbershop' 'scorpion' 'apron'],45.60%,False,100,25,10,0.00100,0.00,32x32x3
random/638,['dumbbell' 'brown bear' 'pop bottle' 'American lobster' 'water jug' 'jinrikisha' 'monarch' 'barbershop' 'scorpion' 'apron'],46.00%,True,100,25,10,0.00100,0.00,32x32x3
random/639,['lifeboat' 'ice cream' 'poncho' 'barrel' 'chain' 'standard poodle' 'pomegranate' 'cliff dwelling' 'sunglasses' 'Egyptian cat'],47.20%,False,100,25,10,0.00100,0.00,32x32x3
random/639,['lifeboat' 'ice cream' 'poncho' 'barrel' 'chain' 'standard poodle' 'pomegranate' 'cliff dwelling' 'sunglasses' 'Egyptian cat'],47.60%,True,100,25,10,0.00100,0.00,32x32x3
SET,CLASSES,ACCURACY,NORMALIZE,BATCH_SIZE,EPOCHS,# CLASSES,LEARNING RATE,WEIGHT DECAY,IMAGE SIZE
random/640,['black widow' 'punching bag' 'oboe' 'ice lolly' 'wooden spoon' 'desk' 'go-kart' 'pill bottle' 'sombrero' 'school bus'],49.20%,False,100,25,10,0.00100,0.00,32x32x3
random/640,['black widow' 'punching bag' 'oboe' 'ice lolly' 'wooden spoon' 'desk' 'go-kart' 'pill bottle' 'sombrero' 'school bus'],47.80%,True,100,25,10,0.00100,0.00,32x32x3
random/641,['banana' 'golden retriever' 'sea cucumber' 'lakeside' 'stopwatch' 'gazelle' 'pizza' 'orangutan' 'nail' 'viaduct'],59.40%,False,100,25,10,0.00100,0.00,32x32x3
random/641,['banana' 'golden retriever' 'sea cucumber' 'lakeside' 'stopwatch' 'gazelle' 'pizza' 'orangutan' 'nail' 'viaduct'],57.00%,True,100,25,10,0.00100,0.00,32x32x3
random/642,['desk' 'black stork' 'turnstile' 'seashore' 'tabby' 'thatch' 'comic book' 'swimming trunks' 'coral reef' 'bow tie'],58.00%,False,100,25,10,0.00100,0.00,32x32x3
random/642,['desk' 'black stork' 'turnstile' 'seashore' 'tabby' 'thatch' 'comic book' 'swimming trunks' 'coral reef' 'bow tie'],59.80%,True,100,25,10,0.00100,0.00,32x32x3
random/643,['African elephant' 'magnetic compass' 'lion' 'Labrador retriever' 'slug' 'vestment' 'sewing machine' 'umbrella' 'pretzel' 'reel'],50.00%,False,100,25,10,0.00100,0.00,32x32x3
random/643,['African elephant' 'magnetic compass' 'lion' 'Labrador retriever' 'slug' 'vestment' 'sewing machine' 'umbrella' 'pretzel' 'reel'],43.00%,True,100,25,10,0.00100,0.00,32x32x3
random/644,['freight car' 'sunglasses' 'punching bag' 'vestment' 'mushroom' 'tarantula' 'sombrero' 'wok' 'American alligator' 'dumbbell'],46.00%,False,100,25,10,0.00100,0.00,32x32x3
random/644,['freight car' 'sunglasses' 'punching bag' 'vestment' 'mushroom' 'tarantula' 'sombrero' 'wok' 'American alligator' 'dumbbell'],53.80%,True,100,25,10,0.00100,0.00,32x32x3
random/645,['umbrella' 'koala' 'alp' 'desk' 'turnstile' 'rugby ball' 'projectile' 'sea cucumber' 'drumstick' 'broom'],52.60%,False,100,25,10,0.00100,0.00,32x32x3
random/645,['umbrella' 'koala' 'alp' 'desk' 'turnstile' 'rugby ball' 'projectile' 'sea cucumber' 'drumstick' 'broom'],47.20%,True,100,25,10,0.00100,0.00,32x32x3
random/646,['banana' 'tabby' 'neck brace' 'hog' 'punching bag' 'acorn' 'sea slug' 'chest' 'barbershop' 'triumphal arch'],51.80%,False,100,25,10,0.00100,0.00,32x32x3
random/646,['banana' 'tabby' 'neck brace' 'hog' 'punching bag' 'acorn' 'sea slug' 'chest' 'barbershop' 'triumphal arch'],52.60%,True,100,25,10,0.00100,0.00,32x32x3
random/647,['tractor' 'barbershop' 'bow tie' 'suspension bridge' 'fur coat' 'fountain' 'scorpion' 'walking stick' 'brain coral' 'triumphal arch'],53.80%,False,100,25,10,0.00100,0.00,32x32x3
random/647,['tractor' 'barbershop' 'bow tie' 'suspension bridge' 'fur coat' 'fountain' 'scorpion' 'walking stick' 'brain coral' 'triumphal arch'],52.40%,True,100,25,10,0.00100,0.00,32x32x3
